basin,sub,sta,lat,long,elev,slope,aspect,s.id,s.edge,p.edge,p.edge,p.cwedge,ba.con,ba.hard,ba.snag,ba.tot,ba.ratio,snag.sml,snag.ml,snag.l,snag.dc1,snag.dc2,snag.dc4
N,TC,35,5008736,439781.688,551,73,348,1,I,I,0,0,4,20,8,24,17,50,25,11,4,21,25
N,TC,36,5008376,439729.562,651,40,317,1,I,I,0,0,32,0,4,32,100,96,25,0,35,35,25
N,TC,37,5008398,439548.969,687,55,5,1,I,I,0,0,16,0,10,16,100,92,46,4,42,42,7
N,TU,1,5012019,440164.875,300,43,124,2,I,E,157,8,12,0,0,12,100,4,4,0,0,0,4
N,TU,2,5011955.5,440355.469,260,12,80,2,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
N,TU,3,5011865.5,440521,240,20,28,3,E,E,267,72,0,2,0,2,0,11,0,0,0,11,0
N,TU,4,5011403,440772.75,275,32,46,2,I,E,127,11,4,0,0,4,100,0,0,0,0,0,0
N,TU,5,5011464,440593.188,266,22,254,2,I,I,0,0,4,0,0,4,100,14,14,7,0,0,14
N,TU,6,5011527,440412.406,242,18,38,2,E,E,182,33,4,0,0,4,100,14,14,11,0,4,11
N,TU,7,5011586.5,440233.094,271,45,182,2,I,E,129,6,4,0,0,4,100,0,0,0,0,0,0
N,TU,8,5011653,440037.75,325,74,138,1,I,I,0,0,4,12,4,16,25,28,25,18,4,7,18
N,TU,9,5011284.5,439920.344,343,35,12,1,I,I,0,0,0,8,16,8,0,50,42,35,0,11,39
N,TU,10,5011217.5,440109.875,285,38,39,1,E,E,66,27,18,4,16,22,82,71,64,50,4,7,60
N,TU,11,5011153.5,440289.969,278,57,298,2,I,E,84,8,2,0,0,2,100,7,7,7,0,0,7
N,TU,12,5011099,440464.125,327,42,322,2,I,E,181,14,0,0,10,0,50,28,28,21,0,0,28
N,TU,13,5011039.5,440648.906,325,45,354,2,I,I,0,0,4,0,4,4,100,7,7,7,0,0,7
N,TU,14,5010979,440824.688,326,26,54,2,I,I,0,0,4,4,0,8,50,7,7,7,0,0,7
N,TU,15,5010676,440519.438,374,45,122,2,E,E,127,46,0,12,6,12,0,32,18,7,0,4,28
N,TU,16,5010740,440342.656,360,29,302,2,I,E,169,8,4,0,0,4,100,0,0,0,0,0,0
N,TU,17,5010792.5,440156.969,292,45,294,2,I,E,73,7,4,0,0,4,100,7,7,4,0,0,7
N,TU,18,5010855.5,439982.469,319,58,126,2,I,I,0,0,0,0,0,0,50,18,14,14,4,0,14
N,TU,19,5010918.5,439791.875,321,43,52,2,E,E,59,21,4,0,0,4,100,0,0,0,0,0,0
N,TU,20,5010977,439618.125,376,50,141,1,I,I,0,0,18,12,16,30,60,50,42,35,4,11,35
N,TU,21,5010577,439667.938,417,65,10,1,I,I,0,0,0,36,12,36,0,25,21,18,0,4,21
N,TU,22,5010496,439856.688,346,65,290,1,I,I,0,0,12,20,0,32,38,11,4,0,0,7,4
N,TU,23,5010435.5,440032.844,362,90,60,1,I,E,149,7,12,8,0,20,60,14,0,0,0,11,4
N,TU,24,5010374,440215.188,343,20,280,1,I,E,149,7,0,10,4,10,0,11,7,7,0,0,11
N,TU,25,5010324.5,440380.562,411,75,300,1,I,E,200,10,16,22,12,38,42,85,53,18,18,46,21
N,TU,26,5009958.5,440462.875,415,44,20,1,I,I,0,0,8,12,0,20,40,35,14,11,0,35,0
N,TU,27,5010005,440283.094,468,26,136,1,I,I,0,0,12,12,28,24,50,99,67,28,0,67,32
N,TU,28,5010056,440102.188,456,55,304,1,I,E,148,7,8,16,12,24,33,32,18,14,0,18,14
N,TU,29,5010102,439923.906,395,57,80,1,I,I,0,0,8,16,8,24,33,32,21,11,0,11,21
N,TU,30,5010164,439755.281,440,59,342,1,I,E,69,3,0,16,12,16,0,32,25,11,0,18,14
N,TU,31,5010214.5,439561.312,466,62,122,1,I,I,0,0,4,28,20,32,13,81,46,39,0,35,46
N,TU,32,5009795.5,439646.406,476,55,104,1,I,I,0,0,16,16,16,32,50,53,32,28,0,25,28
N,TU,33,5009750,439826.438,487,45,330,1,I,I,0,0,12,12,12,24,50,25,21,21,0,4,21
N,TU,34,5009705,439992.875,499,47,148,1,I,E,131,7,4,20,20,24,17,74,71,67,0,11,64
N,TU,35,5009646,440183.625,463,62,165,1,I,I,0,0,0,12,4,12,0,14,7,4,0,7,7
N,TU,36,5009265,440082.75,463,60,312,1,I,I,0,0,10,30,12,40,25,21,14,11,0,11,11
N,TU,37,5009326,439899.906,477,26,4,1,I,I,0,0,0,12,0,12,0,39,11,4,0,35,4
